State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Mississippi,1987," 49,031 "," 66,539 "," 17,057 "," 23,937 "," 1,824,500 ", 2.68 , 0.93 , 3.64 , 1.31 ," 25,200 "," 36,209 "," 8,814 "," 13,612 "," 565,712 ", 4.45 , 1.55 , 6.40 , 2.40 
Missouri,1987," 98,199 "," 132,525 "," 29,767 "," 40,913 "," 3,757,000 ", 2.61 , 0.79 , 3.52 , 1.08 ," 27,584 "," 38,664 "," 9,373 "," 13,832 "," 361,573 ", 7.62 , 2.59 , 10.69 , 3.82 
Montana,1987," 15,418 "," 20,198 "," 4,899 "," 6,086 "," 584,500 ", 2.63 , 0.83 , 3.45 , 1.04 , 151 , 214 , 92 , 114 ," 1,144 ", 13.23 , 8.11 , 18.74 , 10.04 
Nebraska,1987," 26,447 "," 31,483 "," 7,789 "," 9,875 "," 1,161,000 ", 2.27 , 0.67 , 2.71 , 0.85 ," 2,826 "," 3,828 "," 1,505 "," 2,086 "," 33,738 ", 8.37 , 4.46 , 11.34 , 6.18 
Nevada,1987," 17,411 "," 24,380 "," 7,350 "," 10,060 "," 774,000 ", 2.24 , 0.94 , 3.14 , 1.29 ," 3,712 "," 5,756 "," 1,949 "," 2,773 "," 46,527 ", 7.98 , 4.18 , 12.37 , 5.96 
New Hamp,1987," 18,073 "," 21,562 "," 2,265 "," 3,132 "," 791,000 ", 2.28 , 0.28 , 2.72 , 0.39 , 818 , 885 , 18 , 42 ," 4,625 ", 17.68 , 0.39 , 19.14 , 0.91 
New Jersey,1987," 177,095 "," 233,218 "," 41,855 "," 55,517 "," 5,860,000 ", 3.02 , 0.71 , 3.97 , 0.94 ," 72,747 "," 107,170 "," 17,603 "," 26,619 "," 730,745 ", 9.95 , 2.40 , 14.66 , 3.64 
New Mexico,1987," 24,606 "," 32,305 "," 9,402 "," 12,112 "," 1,021,000 ", 2.41 , 0.92 , 3.16 , 1.18 ," 3,694 "," 4,683 "," 1,951 "," 2,223 "," 16,570 ", 22.29 , 11.77 , 28.26 , 13.41 
New York,1987," 273,849 "," 397,822 "," 102,702 "," 143,544 "," 13,520,500 ", 2.02 , 0.75 , 2.94 , 1.06 ," 111,394 "," 169,754 "," 58,885 "," 79,196 "," 1,922,028 ", 5.79 , 3.06 , 8.83 , 4.12 
North Carolina,1987," 116,800 "," 154,447 "," 65,469 "," 82,687 "," 4,825,500 ", 2.42 , 1.35 , 3.20 , 1.71 ," 41,089 "," 59,860 "," 28,641 "," 38,121 "," 975,058 ", 4.21 , 2.93 , 6.13 , 3.90 
North Dakota,1987," 9,540 "," 11,563 "," 2,172 "," 2,602 "," 482,500 ", 1.97 , 0.45 , 2.39 , 0.53 , 206 , 229 , 76 , 80 ," 2,289 ", 9.01 , 3.35 , 10.01 , 3.52 
Ohio,1987," 228,407 "," 286,699 "," 78,794 "," 102,447 "," 7,938,500 ", 2.87 , 0.99 , 3.61 , 1.29 ," 99,579 "," 127,323 "," 29,895 "," 41,354 "," 787,831 ", 12.63 , 3.79 , 16.16 , 5.24 
Oklahoma,1987," 91,155 "," 122,469 "," 28,956 "," 38,595 "," 2,372,500 ", 3.84 , 1.22 , 5.16 , 1.62 ," 18,556 "," 25,635 "," 7,159 "," 10,161 "," 137,302 ", 13.51 , 5.21 , 18.67 , 7.40 
Oregon,1987," 61,553 "," 85,207 "," 20,331 "," 25,813 "," 2,035,500 ", 3.02 , 0.99 , 4.18 , 1.26 ," 3,650 "," 5,468 "," 1,875 "," 2,605 "," 28,067 ", 13.00 , 6.68 , 19.48 , 9.28 
Pennsylvania,1987," 205,674 "," 290,562 "," 40,425 "," 56,692 "," 9,030,000 ", 2.27 , 0.44 , 3.21 , 0.62 ," 45,840 "," 76,673 "," 14,588 "," 23,794 "," 769,002 ", 5.96 , 1.89 , 9.97 , 3.09 
Rhode Island,1987," 19,212 "," 26,806 "," 2,956 "," 4,384 "," 761,000 ", 2.52 , 0.38 , 3.52 , 0.57 ," 3,384 "," 4,973 ", 517 , 937 ," 24,375 ", 13.88 , 2.12 , 20.40 , 3.84 
South Carolina,1987," 68,999 "," 93,090 "," 32,535 "," 45,199 "," 2,486,000 ", 2.77 , 1.30 , 3.74 , 1.81 ," 28,327 "," 41,561 "," 14,223 "," 21,868 "," 673,968 ", 4.20 , 2.11 , 6.16 , 3.24 
South Dakota,1987," 12,734 "," 15,762 "," 4,529 "," 5,662 "," 503,500 ", 2.52 , 0.89 , 3.13 , 1.12 , 87 , 129 , 63 , 89 ," 1,926 ", 4.52 , 3.30 , 6.71 , 4.65 
Tennessee,1987," 69,250 "," 102,513 "," 27,923 "," 35,547 "," 3,586,000 ", 1.93 , 0.77 , 2.85 , 0.99 ," 25,903 "," 39,901 "," 11,175 "," 14,400 "," 523,190 ", 4.95 , 2.13 , 7.62 , 2.75 
Texas,1987," 326,545 "," 569,083 "," 110,624 "," 149,445 "," 11,884,500 ", 2.74 , 0.93 , 4.78 , 1.25 ," 83,126 "," 162,012 "," 35,066 "," 51,498 "," 1,304,597 ", 6.37 , 2.68 , 12.41 , 3.94 
Utah,1987," 17,415 "," 23,619 "," 4,929 "," 6,803 "," 1,064,000 ", 1.63 , 0.46 , 2.21 , 0.63 , 835 ," 1,236 ", 454 , 623 ," 7,371 ", 11.33 , 6.16 , 16.76 , 8.45 
Vermont,1987," 11,670 "," 14,123 "," 3,021 "," 3,780 "," 406,000 ", 2.87 , 0.74 , 3.47 , 0.93 , 63 , 88 , 31 , 46 ," 1,171 ", 5.40 , 2.72 , 7.51 , 3.97 
Virginia,1987," 101,937 "," 136,432 "," 37,802 "," 51,123 "," 4,474,500 ", 2.27 , 0.84 , 3.04 , 1.14 ," 38,765 "," 56,273 "," 17,042 "," 24,847 "," 798,057 ", 4.85 , 2.13 , 7.05 , 3.11 
Washington,1987," 71,285 "," 122,742 "," 23,046 "," 29,177 "," 3,391,000 ", 2.10 , 0.67 , 3.61 , 0.86 ," 7,857 "," 14,752 "," 3,195 "," 4,373 "," 78,853 ", 9.96 , 4.05 , 18.70 , 5.54 
West Virginia,1987," 20,109 "," 24,824 "," 7,605 "," 9,066 "," 1,396,500 ", 1.44 , 0.54 , 1.77 , 0.64 ," 1,825 "," 2,315 "," 1,053 "," 1,274 "," 40,059 ", 4.55 , 2.62 , 5.78 , 3.18 
Wisconsin,1987," 69,306 "," 91,914 "," 22,443 "," 28,540 "," 3,537,000 ", 1.95 , 0.63 , 2.59 , 0.80 ," 14,627 "," 21,333 "," 5,529 "," 7,914 "," 134,950 ", 10.83 , 4.09 , 15.80 , 5.86 
Wyoming,1987," 6,695 "," 9,781 "," 2,717 "," 3,633 "," 340,500 ", 1.96 , 0.79 , 2.87 , 1.06 , 179 , 257 , 109 , 147 ," 2,256 ", 7.93 , 4.83 , 11.39 , 6.52 
Alabama,1986," 121,967 "," 152,457 "," 31,610 "," 43,320 "," 2,949,000 ", 4.13 , 1.07 , 5.16 , 1.46 ," 47,643 "," 62,796 "," 13,037 "," 19,591 "," 671,138 ", 7.09 , 1.94 , 9.35 , 2.91 
Alaska,1986," 7,524 "," 12,988 "," 2,466 "," 4,926 "," 373,000 ", 2.01 , 0.66 , 3.48 , 1.32 , 586 ," 1,071 ", 276 , 497 ," 11,487 ", 5.10 , 2.41 , 9.32 , 4.33 
Arizona,1986," 71,421 "," 101,466 "," 17,435 "," 26,869 "," 2,399,000 ", 2.97 , 0.72 , 4.22 , 1.12 ," 9,859 "," 13,597 "," 4,502 "," 6,061 "," 59,292 ", 16.62 , 7.59 , 22.93 , 10.22 
Arkansas,1986," 21,189 "," 39,543 "," 19,364 "," 24,065 "," 1,729,000 ", 1.22 , 1.11 , 2.28 , 1.39 ," 7,672 "," 16,609 "," 7,334 "," 9,668 "," 232,521 ", 3.29 , 3.15 , 7.14 , 4.15 
California,1986," 730,093 "," 938,632 "," 154,237 "," 213,721 "," 19,811,000 ", 3.68 , 0.77 , 4.73 , 1.07 ," 153,173 "," 211,979 "," 42,919 "," 64,267 "," 1,028,664 ", 14.89 , 4.17 , 20.60 , 6.24 
Colorado,1986," 87,741 "," 104,940 "," 18,627 "," 22,431 "," 2,432,000 ", 3.60 , 0.76 , 4.31 , 0.92 ," 9,155 "," 11,515 "," 2,632 "," 3,475 "," 81,703 ", 11.20 , 3.22 , 14.09 , 4.25 
Connecticut,1986," 66,198 "," 90,590 "," 18,879 "," 25,784 "," 2,445,000 ", 2.70 , 0.77 , 3.70 , 1.05 ," 20,388 "," 29,510 "," 7,046 "," 10,929 "," 169,016 ", 12.06 , 4.16 , 17.46 , 6.46 
Delaware,1986," 5,734 "," 13,527 "," 3,124 "," 5,947 "," 269,000 ", 2.13 , 1.16 , 5.02 , 2.21 ," 2,482 "," 6,094 "," 1,372 "," 2,940 "," 75,606 ", 3.28 , 1.81 , 8.06 , 3.88 
Florida,1986," 363,042 "," 473,148 "," 84,779 "," 117,016 "," 9,111,000 ", 3.98 , 0.93 , 5.19 , 1.28 ," 98,218 "," 138,472 "," 34,787 "," 51,718 "," 1,068,192 ", 9.19 , 3.25 , 12.96 , 4.84 
Georgia,1986," 180,988 "," 258,502 "," 60,220 "," 77,583 "," 4,402,000 ", 4.11 , 1.36 , 5.87 , 1.76 ," 77,294 "," 115,587 "," 28,666 "," 38,889 "," 1,082,575 ", 7.13 , 2.64 , 10.67 , 3.59 
Hawaii,1986," 16,364 "," 25,677 "," 1,696 "," 3,876 "," 782,000 ", 2.09 , 0.21 , 3.28 , 0.49 , 313 , 805 , 75 , 212 ," 14,164 ", 2.21 , 0.53 , 5.68 , 1.50 
Idaho,1986," 16,902 "," 22,689 "," 5,643 "," 7,091 "," 705,000 ", 2.39 , 0.80 , 3.21 , 1.00 , 333 , 444 , 157 , 189 ," 3,691 ", 9.03 , 4.26 , 12.04 , 5.12 
Illinois,1986," 180,387 "," 241,666 "," 57,456 "," 76,912 "," 8,490,000 ", 2.12 , 0.67 , 2.84 , 0.90 ," 58,847 "," 88,239 "," 30,708 "," 43,245 "," 1,161,350 ", 5.06 , 2.64 , 7.59 , 3.72 
Indiana,1986," 126,280 "," 154,689 "," 28,709 "," 38,884 "," 4,033,000 ", 3.13 , 0.71 , 3.83 , 0.96 ," 27,491 "," 35,343 "," 8,087 "," 11,496 "," 293,751 ", 9.35 , 2.75 , 12.03 , 3.91 
Iowa,1986," 45,778 "," 54,711 "," 12,760 "," 15,537 "," 2,115,000 ", 2.16 , 0.60 , 2.58 , 0.73 ," 3,054 "," 4,113 "," 1,041 "," 1,580 "," 30,933 ", 9.87 , 3.36 , 13.29 , 5.10 
Kansas,1986," 40,064 "," 54,970 "," 16,141 "," 21,486 "," 1,809,000 ", 2.21 , 0.89 , 3.03 , 1.18 ," 7,437 "," 11,401 "," 3,433 "," 5,252 "," 91,311 ", 8.14 , 3.75 , 12.48 , 5.75 
Kentucky,1986," 62,119 "," 76,884 "," 25,753 "," 31,041 "," 2,728,000 ", 2.27 , 0.94 , 2.81 , 1.13 ," 9,842 "," 12,895 "," 4,148 "," 5,511 "," 183,725 ", 5.35 , 2.25 , 7.01 , 3.00 
Louisiana,1986," 75,194 "," 111,479 "," 25,067 "," 39,367 "," 3,186,000 ", 2.36 , 0.78 , 3.49 , 1.23 ," 42,727 "," 63,573 "," 22,236 "," 32,564 "," 814,101 ", 5.24 , 2.73 , 7.80 , 4.00 
Maine,1986," 19,577 "," 23,605 "," 6,523 "," 7,839 "," 874,000 ", 2.23 , 0.74 , 2.70 , 0.89 , 190 , 244 , 21 , 32 ," 2,637 ", 7.24 , 0.81 , 9.27 , 1.22 
Maryland,1986," 120,227 "," 176,248 "," 44,616 "," 57,942 "," 3,333,000 ", 3.60 , 1.33 , 5.28 , 1.73 ," 61,971 "," 94,510 "," 23,977 "," 33,158 "," 793,988 ", 7.80 , 3.01 , 11.90 , 4.17 
Massachusetts,1986," 110,995 "," 166,670 "," 16,438 "," 22,074 "," 4,525,000 ", 2.45 , 0.36 , 3.68 , 0.48 ," 21,513 "," 34,307 "," 3,100 "," 5,030 "," 182,586 ", 11.78 , 1.69 , 18.78 , 2.75 
Michigan,1986," 242,004 "," 301,905 "," 55,111 "," 75,853 "," 6,633,000 ", 3.64 , 0.83 , 4.55 , 1.14 ," 38,378 "," 62,487 "," 21,788 "," 33,805 "," 861,336 ", 4.45 , 2.52 , 7.25 , 3.92 
Minnesota,1986," 88,608 "," 110,711 "," 12,970 "," 15,432 "," 3,098,000 ", 2.86 , 0.41 , 3.57 , 0.49 ," 7,332 "," 9,583 "," 1,967 "," 2,536 "," 38,944 ", 18.82 , 5.05 , 24.60 , 6.51 
Mississippi,1986," 47,958 "," 64,927 "," 16,105 "," 22,852 "," 1,833,000 ", 2.61 , 0.87 , 3.54 , 1.24 ," 25,065 "," 34,585 "," 8,208 "," 12,403 "," 561,200 ", 4.46 , 1.46 , 6.16 , 2.21 
Missouri,1986," 94,149 "," 125,128 "," 25,930 "," 36,239 "," 3,744,000 ", 2.51 , 0.69 , 3.34 , 0.96 ," 26,683 "," 36,469 "," 8,649 "," 12,772 "," 357,456 ", 7.46 , 2.41 , 10.20 , 3.57 
Montana,1986," 15,283 "," 18,876 "," 4,781 "," 4,892 "," 595,000 ", 2.56 , 0.80 , 3.17 , 0.82 , 146 , 188 , 89 , 90 ," 1,141 ", 12.80 , 7.82 , 16.52 , 7.96 
Nebraska,1986," 26,301 "," 30,343 "," 7,609 "," 9,562 "," 1,177,000 ", 2.23 , 0.64 , 2.57 , 0.81 ," 2,750 "," 3,613 "," 1,428 "," 1,998 "," 33,127 ", 8.30 , 4.31 , 10.90 , 6.03 
Nevada,1986," 16,521 "," 25,354 "," 7,417 "," 11,784 "," 724,000 ", 2.28 , 1.02 , 3.50 , 1.62 ," 3,540 "," 6,063 "," 1,969 "," 3,266 "," 44,438 ", 7.96 , 4.43 , 13.64 , 7.35 
New Hamp,1986," 16,270 "," 19,467 "," 2,119 "," 2,901 "," 765,000 ", 2.12 , 0.27 , 2.54 , 0.37 , 818 , 876 , 13 , 36 ," 4,348 ", 18.82 , 0.31 , 20.16 , 0.84 
New Jersey,1986," 173,045 "," 227,133 "," 40,206 "," 52,226 "," 5,815,000 ", 2.97 , 0.69 , 3.90 , 0.89 ," 72,182 "," 102,202 "," 15,912 "," 23,726 "," 711,556 ", 10.14 , 2.23 , 14.36 , 3.33 
New Mexico,1986," 22,330 "," 29,894 "," 9,045 "," 11,461 "," 995,000 ", 2.24 , 0.90 , 3.00 , 1.15 ," 3,391 "," 4,417 "," 1,884 "," 2,140 "," 16,389 ", 20.69 , 11.49 , 26.95 , 13.05 
New York,1986," 262,371 "," 385,052 "," 96,568 "," 135,017 "," 13,472,000 ", 1.94 , 0.71 , 2.85 , 1.00 ," 107,067 "," 164,087 "," 55,147 "," 74,691 "," 1,876,551 ", 5.70 , 2.93 , 8.74 , 3.98 
North Carolina,1986," 110,084 "," 147,146 "," 61,051 "," 78,749 "," 4,748,000 ", 2.31 , 1.28 , 3.09 , 1.65 ," 37,894 "," 55,960 "," 26,353 "," 35,962 "," 959,710 ", 3.94 , 2.74 , 5.83 , 3.74 
North Dakota,1986," 9,359 "," 11,343 "," 2,082 "," 2,503 "," 495,000 ", 1.89 , 0.42 , 2.29 , 0.50 , 215 , 234 , 80 , 86 ," 2,229 ", 9.68 , 3.60 , 10.50 , 3.87 
Ohio,1986," 217,113 "," 274,879 "," 75,343 "," 97,806 "," 7,891,000 ", 2.75 , 0.95 , 3.48 , 1.23 ," 94,722 "," 122,772 "," 28,300 "," 39,545 "," 777,062 ", 12.18 , 3.64 , 15.79 , 5.08 
Oklahoma,1986," 84,757 "," 115,431 "," 26,618 "," 36,214 "," 2,445,000 ", 3.46 , 1.08 , 4.72 , 1.48 ," 17,065 "," 23,998 "," 6,484 "," 9,404 "," 136,605 ", 12.49 , 4.74 , 17.56 , 6.88 
Oregon,1986," 59,224 "," 80,908 "," 19,294 "," 24,064 "," 2,016,000 ", 2.93 , 0.95 , 4.01 , 1.19 ," 3,430 "," 5,044 "," 1,758 "," 2,333 "," 27,364 ", 12.53 , 6.42 , 18.43 , 8.52 
Pennsylvania,1986," 208,269 "," 290,558 "," 39,114 "," 54,315 "," 9,023,000 ", 2.30 , 0.43 , 3.22 , 0.60 ," 45,141 "," 76,755 "," 14,352 "," 22,957 "," 760,823 ", 5.93 , 1.88 , 10.08 , 3.01 
Rhode Island,1986," 17,272 "," 25,123 "," 2,831 "," 4,189 "," 750,000 ", 2.30 , 0.37 , 3.34 , 0.55 ," 3,017 "," 4,625 ", 498 , 895 ," 23,428 ", 12.88 , 2.12 , 19.74 , 3.82 
South Carolina,1986," 66,889 "," 88,343 "," 30,766 "," 42,442 "," 2,467,000 ", 2.71 , 1.24 , 3.58 , 1.72 ," 27,092 "," 38,755 "," 13,216 "," 20,076 "," 664,072 ", 4.07 , 1.99 , 5.83 , 3.02 
South Dakota,1986," 11,498 "," 14,249 "," 4,356 "," 5,520 "," 509,000 ", 2.25 , 0.85 , 2.79 , 1.08 , 77 , 122 , 59 , 89 ," 1,860 ", 4.16 , 3.20 , 6.58 , 4.81 
Tennessee,1986," 62,864 "," 96,359 "," 27,711 "," 35,302 "," 3,563,000 ", 1.76 , 0.77 , 2.70 , 0.99 ," 23,401 "," 37,564 "," 11,118 "," 14,368 "," 515,858 ", 4.53 , 2.15 , 7.28 , 2.78 
Texas,1986," 301,680 "," 524,934 "," 101,222 "," 139,756 "," 11,891,000 ", 2.53 , 0.85 , 4.41 , 1.17 ," 74,315 "," 148,707 "," 31,626 "," 48,343 "," 1,278,859 ", 5.81 , 2.47 , 11.62 , 3.78 
Utah,1986," 16,489 "," 22,563 "," 4,684 "," 6,529 "," 1,058,000 ", 1.55 , 0.44 , 2.13 , 0.61 , 773 ," 1,164 ", 437 , 585 ," 7,253 ", 10.66 , 6.03 , 16.05 , 8.07 
Vermont,1986," 11,216 "," 13,966 "," 2,924 "," 3,621 "," 401,000 ", 2.79 , 0.72 , 3.48 , 0.90 , 58 , 84 , 30 , 43 ," 1,109 ", 5.31 , 2.72 , 7.62 , 3.90 
Virginia,1986," 98,677 "," 132,035 "," 35,435 "," 48,365 "," 4,377,000 ", 2.25 , 0.80 , 3.01 , 1.10 ," 37,834 "," 53,034 "," 15,681 "," 22,501 "," 782,299 ", 4.83 , 2.00 , 6.77 , 2.87 
Washington,1986," 68,013 "," 108,552 "," 21,973 "," 28,576 "," 3,317,000 ", 2.05 , 0.66 , 3.27 , 0.86 ," 7,237 "," 13,087 "," 2,999 "," 4,337 "," 78,011 ", 9.27 , 3.84 , 16.77 , 5.56 
West Virginia,1986," 20,066 "," 24,525 "," 7,528 "," 9,010 "," 1,435,000 ", 1.39 , 0.52 , 1.70 , 0.62 ," 1,779 "," 2,290 "," 1,059 "," 1,282 "," 40,736 ", 4.36 , 2.60 , 5.62 , 3.14 
Wisconsin,1986," 68,368 "," 89,297 "," 21,881 "," 27,578 "," 3,515,000 ", 1.94 , 0.62 , 2.54 , 0.78 ," 14,235 "," 20,519 "," 5,245 "," 7,528 "," 131,100 ", 10.85 , 4.00 , 15.65 , 5.74 
Wyoming,1986," 6,353 "," 9,233 "," 2,697 "," 3,552 "," 360,000 ", 1.76 , 0.74 , 2.56 , 0.98 , 181 , 238 , 109 , 137 ," 2,266 ", 7.99 , 4.81 , 10.54 , 6.05 
Alabama,1985," 123,238 "," 152,007 "," 31,080 "," 42,095 "," 2,921,000 ", 4.21 , 1.06 , 5.20 , 1.44 ," 48,429 "," 62,096 "," 12,802 "," 18,695 "," 664,507 ", 7.28 , 1.92 , 9.34 , 2.81 
Alaska,1985," 6,614 "," 11,707 "," 1,916 "," 4,245 "," 360,500 ", 1.83 , 0.53 , 3.24 , 1.17 , 489 , 920 , 189 , 407 ," 11,142 ", 4.39 , 1.69 , 8.26 , 3.65 
Arizona,1985," 68,556 "," 95,436 "," 15,714 "," 24,245 "," 2,328,000 ", 2.94 , 0.67 , 4.09 , 1.04 ," 9,531 "," 12,906 "," 4,171 "," 5,597 "," 57,618 ", 16.54 , 7.24 , 22.40 , 9.71 
Arkansas,1985," 19,248 "," 34,869 "," 18,113 "," 20,460 "," 1,717,000 ", 1.12 , 1.05 , 2.03 , 1.19 ," 6,564 "," 14,330 "," 6,787 "," 7,939 "," 232,025 ", 2.82 , 2.92 , 6.17 , 3.42 
California,1985," 696,624 "," 891,014 "," 135,045 "," 185,156 "," 19,452,500 ", 3.58 , 0.69 , 4.58 , 0.95 ," 154,934 "," 196,477 "," 36,431 "," 54,024 "," 1,064,871 ", 14.54 , 3.42 , 18.45 , 5.07 
Colorado,1985," 85,006 "," 102,098 "," 17,973 "," 21,342 "," 2,389,500 ", 3.55 , 0.75 , 4.27 , 0.89 ," 8,685 "," 11,085 "," 2,571 "," 3,276 "," 79,408 ", 10.93 , 3.23 , 13.96 , 4.12 
Connecticut,1985," 61,991 "," 83,546 "," 18,297 "," 24,446 "," 2,426,500 ", 2.55 , 0.75 , 3.44 , 1.00 ," 18,887 "," 26,901 "," 6,690 "," 10,099 "," 163,886 ", 11.52 , 4.08 , 16.41 , 6.16 
Delaware,1985," 4,983 "," 11,843 "," 2,726 "," 5,279 "," 363,500 ", 1.37 , 0.75 , 3.25 , 1.45 ," 2,260 "," 5,278 "," 1,263 "," 2,604 "," 73,229 ", 3.08 , 1.72 , 7.20 , 3.55 
Florida,1985," 308,707 "," 411,204 "," 77,254 "," 105,854 "," 8,871,000 ", 3.47 , 0.87 , 4.63 , 1.19 ," 82,606 "," 115,645 "," 30,939 "," 44,232 "," 1,032,879 ", 7.99 , 2.99 , 11.19 , 4.28 
Georgia,1985," 167,463 "," 240,289 "," 56,796 "," 72,810 "," 4,315,000 ", 3.88 , 1.31 , 5.56 , 1.68 ," 71,994 "," 106,034 "," 26,783 "," 35,756 "," 1,058,881 ", 6.79 , 2.52 , 10.01 , 3.37 
Hawaii,1985," 14,926 "," 21,941 "," 1,459 "," 1,963 "," 770,000 ", 1.93 , 0.18 , 2.84 , 0.25 , 289 , 578 , 39 , 70 ," 14,011 ", 2.06 , 0.28 , 4.12 , 0.50 
Idaho,1985," 16,219 "," 21,489 "," 5,427 "," 6,771 "," 697,000 ", 2.32 , 0.77 , 3.08 , 0.97 , 315 , 426 , 155 , 187 ," 3,830 ", 8.22 , 4.07 , 11.14 , 4.90 
Illinois,1985," 168,972 "," 225,888 "," 54,012 "," 72,646 "," 8,463,000 ", 1.99 , 0.63 , 2.66 , 0.85 ," 54,421 "," 81,584 "," 28,170 "," 40,221 "," 1,144,844 ", 4.75 , 2.46 , 7.12 , 3.51 
Indiana,1985," 122,157 "," 148,789 "," 27,267 "," 37,171 "," 4,015,500 ", 3.04 , 0.67 , 3.70 , 0.92 ," 26,327 "," 33,959 "," 7,525 "," 10,989 "," 288,902 ", 9.11 , 2.60 , 11.75 , 3.80 
Iowa,1985," 43,619 "," 52,907 "," 12,031 "," 14,863 "," 2,118,000 ", 2.05 , 0.56 , 2.49 , 0.70 ," 2,867 "," 3,870 ", 945 ," 1,450 "," 29,975 ", 9.56 , 3.15 , 12.91 , 4.83 
Kansas,1985," 37,504 "," 52,320 "," 15,761 "," 20,493 "," 1,800,000 ", 2.08 , 0.87 , 2.90 , 1.13 ," 6,869 "," 10,766 "," 3,303 "," 4,981 "," 89,932 ", 7.63 , 3.67 , 11.97 , 5.53 
Kentucky,1985," 54,518 "," 75,210 "," 25,142 "," 30,117 "," 2,712,000 ", 2.01 , 0.92 , 2.77 , 1.11 ," 8,713 "," 12,454 "," 3,893 "," 5,085 "," 182,093 ", 4.78 , 2.13 , 6.83 , 2.79 
Louisiana,1985," 77,162 "," 106,384 "," 23,598 "," 37,488 "," 3,155,000 ", 2.44 , 0.74 , 3.37 , 1.18 ," 42,813 "," 60,360 "," 20,892 "," 30,924 "," 807,826 ", 5.29 , 2.58 , 7.47 , 3.82 
Maine,1985," 17,415 "," 21,971 "," 6,366 "," 7,592 "," 865,000 ", 2.01 , 0.73 , 2.54 , 0.87 , 167 , 222 , 21 , 36 ," 2,603 ", 6.43 , 0.83 , 8.56 , 1.40 
Maryland,1985," 110,428 "," 164,886 "," 43,559 "," 56,564 "," 3,296,000 ", 3.35 , 1.32 , 5.00 , 1.71 ," 56,720 "," 88,027 "," 23,258 "," 32,124 "," 768,430 ", 7.38 , 3.02 , 11.45 , 4.18 
Massachusetts,1985," 128,331 "," 150,952 "," 15,461 "," 20,851 "," 4,492,000 ", 2.85 , 0.34 , 3.36 , 0.46 ," 24,884 "," 30,487 "," 2,769 "," 4,618 "," 176,397 ", 14.10 , 1.56 , 17.28 , 2.61 
Michigan,1985," 232,476 "," 289,318 "," 54,736 "," 72,491 "," 6,612,000 ", 3.51 , 0.82 , 4.37 , 1.09 ," 37,721 "," 55,789 "," 21,384 "," 31,613 "," 844,920 ", 4.46 , 2.53 , 6.60 , 3.74 
Minnesota,1985," 79,051 "," 104,490 "," 12,550 "," 14,893 "," 3,073,000 ", 2.57 , 0.40 , 3.40 , 0.48 ," 6,167 "," 11,817 "," 1,880 "," 2,403 "," 37,830 ", 16.30 , 4.97 , 31.23 , 6.35 
Mississippi,1985," 46,413 "," 63,123 "," 15,229 "," 21,621 "," 1,818,500 ", 2.55 , 0.83 , 3.47 , 1.18 ," 24,287 "," 33,796 "," 7,798 "," 11,842 "," 556,688 ", 4.36 , 1.40 , 6.07 , 2.12 
Missouri,1985," 87,210 "," 119,540 "," 25,906 "," 35,702 "," 3,720,500 ", 2.34 , 0.69 , 3.21 , 0.95 ," 24,618 "," 34,953 "," 7,979 "," 11,897 "," 353,339 ", 6.96 , 2.25 , 9.89 , 3.36 
Montana,1985," 14,956 "," 19,457 "," 4,630 "," 5,759 "," 591,500 ", 2.52 , 0.78 , 3.28 , 0.97 , 136 , 196 , 85 , 101 ," 1,137 ", 12.00 , 7.52 , 17.24 , 8.94 
Nebraska,1985," 24,408 "," 28,998 "," 7,509 "," 9,323 "," 1,173,000 ", 2.08 , 0.64 , 2.47 , 0.79 ," 2,492 "," 3,377 "," 1,368 "," 1,921 "," 32,515 ", 7.66 , 4.20 , 10.38 , 5.90 
Nevada,1985," 15,495 "," 23,411 "," 6,692 "," 10,463 "," 705,000 ", 2.19 , 0.94 , 3.32 , 1.48 ," 3,300 "," 5,488 "," 1,741 "," 2,835 "," 42,349 ", 7.79 , 4.11 , 12.95 , 6.69 
New Hamp,1985," 16,128 "," 18,872 "," 1,994 "," 2,677 "," 749,500 ", 2.15 , 0.26 , 2.51 , 0.35 , 770 , 895 , 10 , 24 ," 4,071 ", 18.92 , 0.25 , 21.98 , 0.60 
New Jersey,1985," 172,024 "," 221,780 "," 38,546 "," 49,881 "," 5,762,000 ", 2.98 , 0.66 , 3.84 , 0.86 ," 70,851 "," 98,679 "," 14,802 "," 22,292 "," 692,366 ", 10.23 , 2.13 , 14.25 , 3.21 
New Mexico,1985," 19,551 "," 27,332 "," 8,456 "," 10,769 "," 995,000 ", 1.96 , 0.84 , 2.74 , 1.08 ," 3,000 "," 4,104 "," 1,784 "," 2,041 "," 16,207 ", 18.51 , 11.00 , 25.32 , 12.59 
New York,1985," 260,314 "," 370,548 "," 91,738 "," 126,450 "," 13,417,000 ", 1.94 , 0.68 , 2.76 , 0.94 ," 107,529 "," 157,606 "," 52,235 "," 69,748 "," 1,831,075 ", 5.87 , 2.85 , 8.60 , 3.80 
