State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Colorado,2008," 195,967 "," 248,984 "," 60,687 "," 83,961 "," 3,732,690 ", 5.25 , 1.62 , 6.67 , 2.24 ," 27,314 "," 35,669 "," 11,656 "," 16,241 "," 134,343 ", 20.33 , 8.67 , 26.55 , 12.08 
Connecticut,2008," 205,199 "," 258,786 "," 53,148 "," 73,809 "," 2,689,965 ", 7.62 , 1.97 , 9.62 , 2.74 ," 68,870 "," 87,267 "," 23,377 "," 32,273 "," 239,082 ", 28.80 , 9.77 , 36.50 , 13.49 
Delaware,2008," 46,280 "," 58,968 "," 13,641 "," 20,716 "," 666,966 ", 6.93 , 2.04 , 8.84 , 3.10 ," 22,144 "," 28,893 "," 7,124 "," 11,444 "," 129,324 ", 17.12 , 5.50 , 22.34 , 8.84 
Florida,2008," 1,723,484 "," 2,020,614 "," 289,848 "," 392,236 "," 14,324,954 ", 12.03 , 2.02 , 14.10 , 2.73 ," 604,222 "," 711,735 "," 137,680 "," 188,645 "," 2,005,183 ", 30.13 , 6.86 , 35.49 , 9.40 
Georgia,2008," 763,059 "," 994,756 "," 172,723 "," 225,442 "," 7,143,266 ", 10.68 , 2.41 , 13.92 , 3.15 ," 398,083 "," 518,598 "," 98,345 "," 131,013 "," 2,063,395 ", 19.29 , 4.76 , 25.13 , 6.34 
Hawaii,2008," 49,864 "," 68,848 "," 12,719 "," 18,674 "," 1,003,594 ", 4.96 , 1.26 , 6.86 , 1.86 ," 2,569 "," 3,499 ", 579 , 825 ," 22,975 ", 11.18 , 2.52 , 15.23 , 3.59 
Idaho,2008," 78,331 "," 103,020 "," 24,108 "," 31,398 "," 1,110,080 ", 7.05 , 2.17 , 9.28 , 2.82 ," 1,341 "," 1,800 ", 471 , 642 ," 4,464 ", 30.05 , 10.56 , 40.33 , 14.39 
Illinois,2008," 561,020 "," 696,693 "," 242,830 "," 288,304 "," 9,720,800 ", 5.77 , 2.49 , 7.16 , 2.96 ," 254,561 "," 320,238 "," 157,679 "," 184,430 "," 1,343,874 ", 18.94 , 11.73 , 23.82 , 13.72 
Indiana,2008," 427,992 "," 523,998 "," 107,060 "," 135,382 "," 4,793,040 ", 8.92 , 2.23 , 10.93 , 2.82 ," 126,597 "," 157,660 "," 41,735 "," 52,600 "," 386,435 ", 32.76 , 10.80 , 40.79 , 13.61 
Iowa,2008," 105,032 "," 126,294 "," 42,523 "," 51,289 "," 2,293,076 ", 4.58 , 1.85 , 5.50 , 2.23 ," 11,565 "," 15,480 "," 5,448 "," 7,667 "," 50,667 ", 22.82 , 10.75 , 30.55 , 15.13 
Kansas,2008," 108,024 "," 125,855 "," 42,217 "," 50,756 "," 2,102,625 ", 5.13 , 2.00 , 5.98 , 2.41 ," 28,006 "," 33,389 "," 12,328 "," 15,130 "," 111,251 ", 25.17 , 11.08 , 30.01 , 13.60 
Kentucky,2008," 163,154 "," 220,919 "," 86,964 "," 108,670 "," 3,260,706 ", 5.00 , 2.66 , 6.77 , 3.33 ," 37,504 "," 52,725 "," 22,067 "," 28,418 "," 229,814 ", 16.31 , 9.60 , 22.94 , 12.36 
Louisiana,2008," 227,803 "," 333,370 "," 115,928 "," 154,309 "," 3,303,489 ", 6.89 , 3.50 , 10.09 , 4.67 ," 139,036 "," 204,420 "," 80,283 "," 107,273 "," 982,611 ", 14.14 , 8.17 , 20.80 , 10.91 
Maine,2008," 37,406 "," 45,186 "," 8,904 "," 11,099 "," 1,041,695 ", 3.59 , 0.85 , 4.33 , 1.06 , 471 , 805 , 109 , 226 ," 7,069 ", 6.67 , 1.54 , 11.39 , 3.19 
Maryland,2008," 250,190 "," 315,912 "," 91,991 "," 115,315 "," 4,292,571 ", 5.82 , 2.14 , 7.35 , 2.68 ," 148,361 "," 190,454 "," 60,724 "," 78,048 "," 1,203,208 ", 12.33 , 5.04 , 15.82 , 6.48 
Massachusetts,2008," 296,839 "," 412,149 "," 33,408 "," 44,816 "," 5,069,241 ", 5.85 , 0.65 , 8.13 , 0.88 ," 71,150 "," 99,671 "," 8,441 "," 11,618 "," 292,108 ", 24.35 , 2.88 , 34.12 , 3.97 
Michigan,2008," 301,210 "," 444,834 "," 116,761 "," 165,499 "," 7,609,643 ", 3.95 , 1.53 , 5.84 , 2.17 ," 78,693 "," 142,991 "," 55,268 "," 80,840 "," 991,908 ", 7.93 , 5.57 , 14.41 , 8.14 
Minnesota,2008," 270,962 "," 330,842 "," 46,059 "," 55,465 "," 3,970,566 ", 6.82 , 1.16 , 8.33 , 1.39 ," 33,681 "," 44,610 "," 10,778 "," 14,020 "," 153,773 ", 21.90 , 7.00 , 29.01 , 9.11 
Mississippi,2008," 117,246 "," 166,355 "," 51,762 "," 74,516 "," 2,173,328 ", 5.39 , 2.38 , 7.65 , 3.42 ," 68,735 "," 99,354 "," 29,650 "," 45,189 "," 760,833 ", 9.03 , 3.89 , 13.05 , 5.93 
Missouri,2008," 283,099 "," 391,061 "," 119,743 "," 149,929 "," 4,490,072 ", 6.30 , 2.66 , 8.70 , 3.33 ," 82,485 "," 116,456 "," 37,470 "," 49,632 "," 466,470 ", 17.68 , 8.03 , 24.96 , 10.63 
Montana,2008," 37,131 "," 50,510 "," 13,245 "," 16,852 "," 745,238 ", 4.98 , 1.77 , 6.77 , 2.26 , 425 , 660 , 179 , 283 ," 3,485 ", 12.19 , 5.15 , 18.94 , 8.13 
Nebraska,2008," 54,895 "," 65,630 "," 17,465 "," 21,985 "," 1,336,899 ", 4.10 , 1.30 , 4.90 , 1.64 ," 8,750 "," 10,785 "," 3,762 "," 4,961 "," 48,947 ", 17.87 , 7.68 , 22.03 , 10.13 
Nevada,2008," 74,242 "," 100,479 "," 39,412 "," 52,155 "," 1,932,144 ", 3.84 , 2.03 , 5.20 , 2.69 ," 19,490 "," 26,700 "," 10,027 "," 13,691 "," 138,397 ", 14.08 , 7.24 , 19.29 , 9.89 
New Hamp,2008," 31,323 "," 39,114 "," 9,272 "," 12,176 "," 1,023,045 ", 3.06 , 0.90 , 3.82 , 1.19 ," 2,395 "," 2,790 ", 613 , 783 ," 8,663 ", 27.65 , 7.08 , 32.20 , 9.04 
New Jersey,2008," 423,793 "," 530,613 "," 132,417 "," 158,370 "," 6,635,753 ", 6.38 , 1.99 , 7.99 , 2.38 ," 214,600 "," 267,485 "," 72,893 "," 88,803 "," 865,784 ", 24.78 , 8.41 , 30.89 , 10.25 
New Mexico,2008," 95,399 "," 124,972 "," 30,482 "," 36,884 "," 1,482,618 ", 6.43 , 2.05 , 8.42 , 2.48 ," 8,370 "," 10,228 "," 3,266 "," 3,805 "," 30,801 ", 27.17 , 10.60 , 33.20 , 12.35 
New York,2008," 457,049 "," 633,914 "," 240,485 "," 300,832 "," 15,081,497 ", 3.03 , 1.59 , 4.20 , 1.99 ," 224,022 "," 298,503 "," 140,073 "," 171,144 "," 2,283,426 ", 9.81 , 6.13 , 13.07 , 7.49 
North Carolina,2008," 317,485 "," 400,598 "," 132,302 "," 171,784 "," 6,982,283 ", 4.54 , 1.89 , 5.73 , 2.46 ," 158,138 "," 201,076 "," 70,165 "," 92,772 "," 1,427,617 ", 11.07 , 4.91 , 14.08 , 6.49 
North Dakota,2008," 21,580 "," 26,574 "," 6,665 "," 8,117 "," 500,115 ", 4.31 , 1.33 , 5.31 , 1.62 , 600 , 824 , 223 , 309 ," 4,551 ", 13.20 , 4.90 , 18.12 , 6.79 
Ohio,2008," 542,061 "," 685,926 "," 229,218 "," 280,904 "," 8,754,106 ", 6.19 , 2.61 , 7.83 , 3.20 ," 227,345 "," 283,952 "," 105,641 "," 130,376 "," 960,351 ", 23.67 , 11.00 , 29.56 , 13.57 
Oklahoma,2008," 207,387 "," 261,462 "," 71,229 "," 97,093 "," 2,736,224 ", 7.57 , 2.60 , 9.55 , 3.54 ," 49,877 "," 64,433 "," 20,322 "," 28,340 "," 185,763 ", 26.84 , 10.93 , 34.68 , 15.25 
Oregon,2008," 128,061 "," 193,673 "," 47,448 "," 61,615 "," 2,922,583 ", 4.38 , 1.62 , 6.62 , 2.10 ," 8,969 "," 14,041 "," 4,966 "," 6,342 "," 45,717 ", 19.62 , 10.86 , 30.71 , 13.87 
Pennsylvania,2008," 283,197 "," 469,109 "," 108,318 "," 158,465 "," 9,684,253 ", 2.92 , 1.11 , 4.84 , 1.63 ," 71,674 "," 144,359 "," 38,308 "," 63,076 "," 924,566 ", 7.75 , 4.14 , 15.61 , 6.82 
Rhode Island,2008," 49,840 "," 72,826 "," 11,247 "," 15,292 "," 822,287 ", 6.06 , 1.36 , 8.85 , 1.85 ," 11,428 "," 16,389 "," 2,854 "," 4,005 "," 40,418 ", 28.27 , 7.06 , 40.54 , 9.91 
South Carolina,2008," 167,709 "," 220,253 "," 82,616 "," 106,942 "," 3,412,732 ", 4.91 , 2.42 , 6.45 , 3.13 ," 91,359 "," 122,347 "," 47,237 "," 63,123 "," 916,874 ", 9.96 , 5.15 , 13.34 , 6.88 
South Dakota,2008," 40,245 "," 50,782 "," 16,498 "," 19,840 "," 606,436 ", 6.63 , 2.72 , 8.37 , 3.27 , 647 ," 1,041 ", 594 , 804 ," 4,809 ", 13.45 , 12.36 , 21.65 , 16.73 
Tennessee,2008," 257,654 "," 345,745 "," 105,287 "," 132,515 "," 4,735,987 ", 5.44 , 2.22 , 7.30 , 2.79 ," 109,928 "," 146,950 "," 47,667 "," 60,596 "," 725,240 ", 15.15 , 6.57 , 20.26 , 8.35 
Texas,2008," 1,287,589 "," 1,828,774 "," 460,164 "," 632,670 "," 17,600,715 ", 7.31 , 2.61 , 10.39 , 3.59 ," 374,596 "," 521,706 "," 166,617 "," 230,983 "," 1,974,681 ", 18.96 , 8.43 , 26.41 , 11.69 
Utah,2008," 58,514 "," 77,726 "," 25,419 "," 31,965 "," 1,886,191 ", 3.10 , 1.34 , 4.12 , 1.69 ," 2,607 "," 3,663 "," 1,428 "," 1,873 "," 16,748 ", 15.57 , 8.52 , 21.87 , 11.18 
Vermont,2008," 28,518 "," 34,200 "," 13,603 "," 15,719 "," 492,271 ", 5.79 , 2.76 , 6.94 , 3.19 , 567 , 898 , 382 , 574 ," 2,901 ", 19.56 , 13.19 , 30.96 , 19.81 
Virginia,2008," 326,091 "," 425,237 "," 102,230 "," 140,506 "," 5,950,753 ", 5.47 , 1.71 , 7.14 , 2.36 ," 178,556 "," 233,288 "," 53,873 "," 77,608 "," 1,126,432 ", 15.85 , 4.78 , 20.71 , 6.88 
Washington,2008," 361,737 "," 431,091 "," 86,746 "," 104,672 "," 5,006,164 ", 7.22 , 1.73 , 8.61 , 2.09 ," 50,888 "," 62,036 "," 16,785 "," 20,180 "," 158,182 ", 32.17 , 10.61 , 39.21 , 12.75 
West Virginia,2008," 31,624 "," 46,476 "," 14,539 "," 20,598 "," 1,429,095 ", 2.21 , 1.01 , 3.25 , 1.44 ," 3,213 "," 4,843 "," 1,897 "," 2,710 "," 47,723 ", 6.73 , 3.97 , 10.14 , 5.68 
Wisconsin,2008," 156,983 "," 224,446 "," 61,806 "," 85,186 "," 4,316,355 ", 3.63 , 1.43 , 5.19 , 1.97 ," 44,700 "," 68,059 "," 24,050 "," 34,306 "," 217,408 ", 20.56 , 11.06 , 31.30 , 15.77 
Wyoming,2008," 18,435 "," 24,544 "," 6,244 "," 8,328 "," 404,700 ", 4.55 , 1.54 , 6.06 , 2.05 , 545 , 751 , 245 , 352 ," 4,252 ", 12.82 , 5.77 , 17.67 , 8.29 
Alabama,2007," 171,535 "," 252,335 "," 81,301 "," 109,906 "," 3,503,201 ", 4.89 , 2.32 , 7.20 , 3.13 ," 90,840 "," 133,463 "," 42,939 "," 60,030 "," 865,791 ", 10.49 , 4.95 , 15.41 , 6.93 
Alaska,2007," 31,075 "," 42,114 "," 18,525 "," 21,597 "," 502,359 ", 6.18 , 3.68 , 8.38 , 4.29 ," 2,983 "," 4,058 "," 2,035 "," 2,352 "," 19,824 ", 15.04 , 10.26 , 20.47 , 11.86 
Arizona,2007," 289,488 "," 382,342 "," 78,492 "," 113,982 "," 4,668,200 ", 6.20 , 1.68 , 8.19 , 2.44 ," 32,882 "," 42,857 "," 12,806 "," 17,487 "," 150,440 ", 21.85 , 8.51 , 28.48 , 11.62 
Arkansas,2007," 97,278 "," 161,556 "," 58,618 "," 72,928 "," 2,133,305 ", 4.56 , 2.74 , 7.57 , 3.41 ," 34,946 "," 58,998 "," 23,139 "," 29,622 "," 306,227 ", 11.41 , 7.55 , 19.26 , 9.67 
California,2007," 1,957,643 "," 2,513,125 "," 962,972 "," 1,135,828 "," 27,169,594 ", 7.20 , 3.54 , 9.24 , 4.18 ," 555,793 "," 718,823 "," 264,915 "," 314,805 "," 1,648,492 ", 33.71 , 16.07 , 43.60 , 19.09 
Colorado,2007," 193,061 "," 243,493 "," 57,054 "," 79,895 "," 3,669,376 ", 5.26 , 1.55 , 6.63 , 2.17 ," 26,963 "," 35,027 "," 11,216 "," 15,686 "," 131,851 ", 20.45 , 8.50 , 26.56 , 11.89 
Connecticut,2007," 214,367 "," 261,807 "," 51,528 "," 65,925 "," 2,683,259 ", 7.98 , 1.92 , 9.75 , 2.45 ," 67,173 "," 82,968 "," 22,819 "," 28,973 "," 231,996 ", 28.95 , 9.83 , 35.76 , 12.48 
Delaware,2007," 44,240 "," 54,107 "," 13,346 "," 17,547 "," 659,132 ", 6.71 , 2.02 , 8.20 , 2.66 ," 21,243 "," 26,244 "," 6,979 "," 9,488 "," 126,470 ", 16.79 , 5.51 , 20.75 , 7.50 
Florida,2007," 1,659,622 "," 1,952,933 "," 277,341 "," 375,560 "," 14,208,574 ", 11.68 , 1.95 , 13.74 , 2.64 ," 583,174 "," 689,660 "," 131,892 "," 180,434 "," 1,959,386 ", 29.76 , 6.73 , 35.19 , 9.20 
Georgia,2007," 720,818 "," 952,571 "," 166,432 "," 220,664 "," 7,017,887 ", 10.27 , 2.37 , 13.57 , 3.14 ," 377,917 "," 497,106 "," 94,994 "," 125,786 "," 2,005,559 ", 18.84 , 4.73 , 24.78 , 6.27 
Hawaii,2007," 48,424 "," 66,343 "," 12,321 "," 16,688 "," 997,623 ", 4.85 , 1.23 , 6.65 , 1.67 ," 2,384 "," 3,221 ", 564 , 748 ," 20,125 ", 11.84 , 2.80 , 16.00 , 3.72 
Idaho,2007," 72,241 "," 96,412 "," 22,674 "," 29,993 "," 1,091,585 ", 6.61 , 2.07 , 8.83 , 2.74 ," 1,245 "," 1,674 ", 449 , 604 ," 4,625 ", 26.92 , 9.72 , 36.19 , 13.06 
Illinois,2007," 544,305 "," 699,718 "," 234,720 "," 279,935 "," 9,654,392 ", 5.63 , 2.43 , 7.24 , 2.89 ," 246,894 "," 320,428 "," 153,949 "," 181,016 "," 1,322,003 ", 18.67 , 11.64 , 24.23 , 13.69 
Indiana,2007," 409,065 "," 501,028 "," 100,256 "," 127,370 "," 4,758,979 ", 8.59 , 2.10 , 10.52 , 2.67 ," 120,550 "," 150,722 "," 39,761 "," 50,495 "," 382,670 ", 31.50 , 10.39 , 39.38 , 13.19 
Iowa,2007," 102,535 "," 124,216 "," 41,874 "," 50,606 "," 2,276,363 ", 4.50 , 1.83 , 5.45 , 2.22 ," 11,128 "," 14,985 "," 5,258 "," 7,443 "," 45,275 ", 24.58 , 11.61 , 33.09 , 16.43 
Kansas,2007," 106,445 "," 124,430 "," 41,345 "," 50,041 "," 2,079,051 ", 5.11 , 1.98 , 5.98 , 2.40 ," 27,551 "," 33,027 "," 12,144 "," 15,025 "," 109,114 ", 25.25 , 11.13 , 30.26 , 13.77 
Kentucky,2007," 154,524 "," 211,474 "," 80,650 "," 102,473 "," 3,236,045 ", 4.77 , 2.49 , 6.53 , 3.16 ," 35,334 "," 50,448 "," 20,580 "," 27,031 "," 227,999 ", 15.49 , 9.02 , 22.12 , 11.85 
Louisiana,2007," 219,442 "," 322,360 "," 111,732 "," 149,073 "," 3,214,672 ", 6.82 , 3.47 , 10.02 , 4.63 ," 135,613 "," 198,483 "," 78,230 "," 104,407 "," 948,320 ", 14.30 , 8.24 , 20.93 , 11.00 
Maine,2007," 36,539 "," 44,291 "," 8,868 "," 10,961 "," 1,037,541 ", 3.52 , 0.85 , 4.26 , 1.05 , 415 , 752 , 104 , 232 ," 7,592 ", 5.47 , 1.37 , 9.90 , 3.06 
Maryland,2007," 242,329 "," 308,557 "," 89,870 "," 112,650 "," 4,259,768 ", 5.68 , 2.10 , 7.24 , 2.64 ," 143,928 "," 186,837 "," 59,319 "," 76,642 "," 1,186,073 ", 12.13 , 5.00 , 15.75 , 6.46 
Massachusetts,2007," 279,793 "," 388,591 "," 33,017 "," 42,716 "," 5,017,648 ", 5.57 , 0.65 , 7.74 , 0.85 ," 66,887 "," 93,823 "," 8,354 "," 11,076 "," 275,082 ", 24.31 , 3.03 , 34.10 , 4.02 
Michigan,2007," 328,670 "," 405,151 "," 113,996 "," 164,229 "," 7,621,612 ", 4.31 , 1.49 , 5.31 , 2.15 ," 72,738 "," 111,555 "," 53,870 "," 79,956 "," 994,482 ", 7.31 , 5.41 , 11.21 , 8.04 
Minnesota,2007," 257,984 "," 318,637 "," 43,222 "," 52,690 "," 3,938,165 ", 6.55 , 1.09 , 8.09 , 1.33 ," 31,790 "," 42,353 "," 10,255 "," 13,353 "," 147,518 ", 21.55 , 6.95 , 28.71 , 9.05 
Mississippi,2007," 111,791 "," 158,093 "," 49,752 "," 71,254 "," 2,152,342 ", 5.19 , 2.31 , 7.34 , 3.31 ," 65,864 "," 94,525 "," 28,640 "," 43,320 "," 751,199 ", 8.76 , 3.81 , 12.58 , 5.76 
Missouri,2007," 273,056 "," 377,300 "," 113,705 "," 143,549 "," 4,451,113 ", 6.13 , 2.55 , 8.47 , 3.22 ," 80,053 "," 112,591 "," 35,700 "," 47,745 "," 462,235 ", 17.31 , 7.72 , 24.35 , 10.32 
Montana,2007," 44,659 "," 57,897 "," 12,528 "," 15,959 "," 737,810 ", 6.05 , 1.69 , 7.84 , 2.16 , 398 , 610 , 170 , 258 ," 3,309 ", 12.03 , 5.13 , 18.43 , 7.80 
Nebraska,2007," 53,667 "," 64,019 "," 17,062 "," 21,391 "," 1,327,093 ", 4.04 , 1.28 , 4.82 , 1.61 ," 8,566 "," 10,478 "," 3,666 "," 4,773 "," 47,725 ", 17.94 , 7.68 , 21.95 , 10.00 
Nevada,2007," 71,240 "," 97,976 "," 38,297 "," 51,542 "," 1,901,032 ", 3.74 , 2.01 , 5.15 , 2.71 ," 18,439 "," 25,596 "," 9,573 "," 13,182 "," 131,601 ", 14.01 , 7.27 , 19.45 , 10.01 
New Hamp,2007," 30,214 "," 38,088 "," 8,678 "," 11,608 "," 1,017,230 ", 2.97 , 0.85 , 3.74 , 1.14 ," 2,395 "," 2,801 ", 584 , 775 ," 8,480 ", 28.25 , 6.89 , 33.03 , 9.14 
New Jersey,2007," 418,552 "," 527,119 "," 129,950 "," 156,777 "," 6,623,152 ", 6.31 , 1.96 , 7.95 , 2.36 ," 211,941 "," 266,037 "," 71,902 "," 88,370 "," 854,461 ", 24.80 , 8.41 , 31.13 , 10.34 
New Mexico,2007," 89,585 "," 118,591 "," 29,256 "," 35,481 "," 1,473,150 ", 6.08 , 1.98 , 8.05 , 2.40 ," 8,124 "," 9,963 "," 3,243 "," 3,787 "," 31,804 ", 25.54 , 10.19 , 31.32 , 11.90 
New York,2007," 450,862 "," 631,963 "," 236,140 "," 298,317 "," 14,881,415 ", 3.02 , 1.58 , 4.24 , 2.00 ," 221,811 "," 299,659 "," 139,630 "," 171,629 "," 2,194,053 ", 10.10 , 6.36 , 13.65 , 7.82 
North Carolina,2007," 305,496 "," 381,804 "," 130,221 "," 163,237 "," 6,848,148 ", 4.46 , 1.90 , 5.57 , 2.38 ," 151,988 "," 191,759 "," 69,129 "," 88,420 "," 1,388,088 ", 10.94 , 4.98 , 13.81 , 6.36 
North Dakota,2007," 20,375 "," 25,424 "," 6,309 "," 7,725 "," 496,634 ", 4.10 , 1.27 , 5.11 , 1.55 , 532 , 767 , 201 , 286 ," 4,038 ", 13.17 , 4.99 , 19.01 , 7.10 
Ohio,2007," 529,591 "," 659,596 "," 221,569 "," 272,300 "," 8,711,989 ", 6.07 , 2.54 , 7.57 , 3.12 ," 224,436 "," 275,630 "," 103,197 "," 127,400 "," 949,664 ", 23.63 , 10.86 , 29.02 , 13.41 
Oklahoma,2007," 202,909 "," 255,881 "," 69,277 "," 93,474 "," 2,716,061 ", 7.47 , 2.55 , 9.42 , 3.44 ," 49,347 "," 62,695 "," 19,768 "," 27,083 "," 186,896 ", 26.40 , 10.57 , 33.54 , 14.49 
Oregon,2007," 122,975 "," 190,154 "," 46,557 "," 60,475 "," 2,882,701 ", 4.26 , 1.61 , 6.59 , 2.09 ," 8,728 "," 13,769 "," 4,908 "," 6,259 "," 43,607 ", 20.01 , 11.25 , 31.57 , 14.35 
Pennsylvania,2007," 262,857 "," 446,023 "," 104,111 "," 149,557 "," 9,646,036 ", 2.72 , 1.07 , 4.62 , 1.55 ," 63,711 "," 135,163 "," 36,823 "," 59,571 "," 916,669 ", 6.95 , 4.01 , 14.74 , 6.49 
Rhode Island,2007," 49,168 "," 70,067 "," 11,093 "," 13,574 "," 823,011 ", 5.97 , 1.34 , 8.51 , 1.64 ," 11,326 "," 15,722 "," 2,830 "," 3,522 "," 40,825 ", 27.74 , 6.93 , 38.51 , 8.62 
South Carolina,2007," 161,045 "," 213,491 "," 79,941 "," 103,255 "," 3,350,053 ", 4.80 , 2.38 , 6.37 , 3.08 ," 87,636 "," 118,353 "," 45,660 "," 60,865 "," 898,927 ", 9.74 , 5.07 , 13.16 , 6.77 
South Dakota,2007," 38,068 "," 48,578 "," 15,332 "," 18,638 "," 600,012 ", 6.34 , 2.55 , 8.09 , 3.10 , 570 , 945 , 447 , 630 ," 4,564 ", 12.49 , 9.79 , 20.71 , 13.82 
Tennessee,2007," 247,274 "," 332,115 "," 99,972 "," 126,239 "," 4,685,625 ", 5.27 , 2.13 , 7.08 , 2.69 ," 106,024 "," 141,662 "," 45,602 "," 58,161 "," 723,408 ", 14.65 , 6.30 , 19.58 , 8.03 
Texas,2007," 1,243,005 "," 1,759,793 "," 437,368 "," 599,063 "," 17,274,933 ", 7.19 , 2.53 , 10.18 , 3.46 ," 357,599 "," 506,779 "," 158,975 "," 219,009 "," 1,940,453 ", 18.42 , 8.19 , 26.11 , 11.28 
Utah,2007," 55,695 "," 74,742 "," 24,292 "," 30,707 "," 1,826,942 ", 3.04 , 1.32 , 4.09 , 1.68 ," 2,492 "," 3,526 "," 1,382 "," 1,834 "," 15,376 ", 16.20 , 8.99 , 22.93 , 11.92 
Vermont,2007," 27,285 "," 32,392 "," 12,644 "," 14,261 "," 489,562 ", 5.57 , 2.58 , 6.61 , 2.91 , 512 , 801 , 338 , 503 ," 2,707 ", 18.94 , 12.48 , 29.60 , 18.60 
Virginia,2007," 310,588 "," 410,134 "," 98,523 "," 136,507 "," 5,888,856 ", 5.27 , 1.67 , 6.96 , 2.31 ," 169,693 "," 224,427 "," 51,478 "," 74,981 "," 1,103,981 ", 15.37 , 4.66 , 20.32 , 6.79 
Washington,2007," 354,349 "," 411,738 "," 81,020 "," 98,777 "," 4,931,615 ", 7.18 , 1.64 , 8.34 , 2.00 ," 49,319 "," 59,207 "," 15,691 "," 19,212 "," 152,997 ", 32.23 , 10.25 , 38.69 , 12.55 
West Virginia,2007," 30,554 "," 44,769 "," 13,459 "," 19,508 "," 1,424,576 ", 2.14 , 0.94 , 3.14 , 1.36 ," 3,105 "," 4,698 "," 1,799 "," 2,628 "," 46,451 ", 6.68 , 3.87 , 10.11 , 5.65 
Wisconsin,2007," 150,981 "," 217,333 "," 59,009 "," 81,316 "," 4,281,620 ", 3.52 , 1.37 , 5.07 , 1.89 ," 42,920 "," 66,033 "," 23,011 "," 32,943 "," 218,382 ", 19.65 , 10.53 , 30.23 , 15.08 
Wyoming,2007," 17,782 "," 23,867 "," 6,021 "," 8,105 "," 397,424 ", 4.47 , 1.51 , 6.00 , 2.03 , 519 , 723 , 237 , 335 ," 4,044 ", 12.83 , 5.88 , 17.88 , 8.30 
Alabama,2006," 162,617 "," 246,538 "," 77,750 "," 105,276 "," 3,483,362 ", 4.66 , 2.23 , 7.07 , 3.02 ," 85,747 "," 130,725 "," 41,023 "," 57,395 "," 859,380 ", 9.97 , 4.77 , 15.21 , 6.67 
Alaska,2006," 30,166 "," 39,308 "," 16,519 "," 19,635 "," 490,366 ", 6.15 , 3.36 , 8.01 , 4.00 ," 2,853 "," 3,734 "," 1,841 "," 2,161 "," 16,079 ", 17.74 , 11.45 , 23.22 , 13.44 
Arizona,2006," 268,466 "," 373,003 "," 74,598 "," 106,428 "," 4,539,463 ", 5.91 , 1.64 , 8.21 , 2.34 ," 31,305 "," 42,066 "," 12,492 "," 16,644 "," 145,605 ", 21.50 , 8.58 , 28.89 , 11.43 
Arkansas,2006," 98,738 "," 162,983 "," 54,876 "," 68,589 "," 2,117,836 ", 4.66 , 2.59 , 7.69 , 3.23 ," 32,697 "," 56,194 "," 21,614 "," 27,748 "," 301,619 ", 10.84 , 7.16 , 18.63 , 9.19 
California,2006," 1,943,782 "," 2,528,969 "," 925,060 "," 1,099,002 "," 26,926,503 ", 7.21 , 3.43 , 9.39 , 4.08 ," 523,147 "," 696,374 "," 257,574 "," 307,653 "," 1,620,501 ", 32.28 , 15.89 , 42.97 , 18.98 
Colorado,2006," 168,068 "," 223,115 "," 52,674 "," 75,155 "," 3,583,734 ", 4.68 , 1.46 , 6.22 , 2.09 ," 26,104 "," 34,382 "," 10,667 "," 15,084 "," 127,845 ", 20.41 , 8.34 , 26.89 , 11.79 
Connecticut,2006," 209,333 "," 254,682 "," 50,328 "," 64,074 "," 2,686,943 ", 7.79 , 1.87 , 9.47 , 2.38 ," 66,160 "," 81,398 "," 22,456 "," 28,326 "," 233,639 ", 28.31 , 9.61 , 34.83 , 12.12 
Delaware,2006," 42,092 "," 51,983 "," 12,757 "," 16,952 "," 649,740 ", 6.47 , 1.96 , 8.00 , 2.60 ," 20,071 "," 25,103 "," 6,659 "," 9,183 "," 125,188 ", 16.03 , 5.31 , 20.05 , 7.33 
Florida,2006," 1,678,770 "," 1,960,219 "," 272,950 "," 365,824 "," 14,071,245 ", 11.93 , 1.93 , 13.93 , 2.59 ," 567,447 "," 669,552 "," 130,546 "," 176,906 "," 1,926,265 ", 29.45 , 6.77 , 34.75 , 9.18 
Georgia,2006," 553,867 "," 785,228 "," 159,823 "," 212,604 "," 6,911,716 ", 8.01 , 2.31 , 11.36 , 3.07 ," 344,550 "," 472,334 "," 92,623 "," 123,323 "," 1,949,927 ", 17.66 , 4.75 , 24.22 , 6.32 
Hawaii,2006," 54,369 "," 73,110 "," 11,932 "," 16,305 "," 988,265 ", 5.50 , 1.20 , 7.39 , 1.64 ," 2,068 "," 3,203 ", 549 , 740 ," 21,295 ", 9.71 , 2.57 , 15.04 , 3.47 
Idaho,2006," 66,034 "," 89,379 "," 21,176 "," 28,300 "," 1,072,150 ", 6.15 , 1.97 , 8.33 , 2.63 ," 1,167 "," 1,556 ", 427 , 576 ," 4,787 ", 24.38 , 8.92 , 32.51 , 12.04 
Illinois,2006," 529,198 "," 683,071 "," 226,622 "," 271,728 "," 9,615,583 ", 5.50 , 2.35 , 7.10 , 2.82 ," 240,524 "," 313,611 "," 150,242 "," 177,282 "," 1,317,506 ", 18.25 , 11.40 , 23.80 , 13.45 
